id,categoria,contexto,pregunta,respuesta
257,Medicamentos,La aspirina no se usa de forma rutinaria en prevención primaria por balance desfavorable de sangrado frente a beneficio en muchos pacientes. Se reserva para situaciones seleccionadas de alto riesgo y bajo sangrado.,¿cuánto doy de antiagregacion primaria?,No des aspirina primaria “por si acaso” a todos. En prevención primaria se individualiza mucho por riesgo cardiovascular y hemorrágico.
258,Medicamentos,"En el síndrome coronario agudo, la aspirina se administra precozmente si no hay contraindicación. La guía ESC indica dosis de carga oral de 150-300 mg y mantenimiento de 75-100 mg al día.",¿puedo dar aspirina IAM en este paciente?,"En IAM se da aspirina 150-300 mg como carga oral, preferiblemente masticada si procede, y luego 75-100 mg/día de mantenimiento. Evítala si hay alergia verdadera o sangrado activo relevante."
259,Medicamentos,"En SCA, ticagrelor es un inhibidor P2Y12 usado con aspirina en doble antiagregación cuando no está contraindicado. La dosis habitual de carga es 180 mg, seguida de 90 mg cada 12 horas.",cuándo uso ticagrelor SCA,"Ticagrelor se carga con 180 mg y luego 90 mg cada 12 h junto a aspirina, salvo contraindicaciones. Vigila sangrado, disnea y bradicardia; ajusta estrategia si necesita anticoagulación."
260,Medicamentos,"Prasugrel se usa en SCA tratado con intervencionismo cuando es adecuado. La dosis de carga habitual es 60 mg y mantenimiento 10 mg/día, con precauciones por edad, bajo peso y antecedente de ictus/AIT.",¿qué contraindicaciones tiene prasugrel PCI?,Prasugrel suele ser 60 mg de carga y 10 mg/día si procede PCI. No se usa si hubo ictus/AIT; en ancianos o bajo peso el riesgo hemorrágico cambia la decisión.
261,Medicamentos,Clopidogrel es alternativa cuando ticagrelor o prasugrel no son adecuados o cuando la estrategia anticoagulante lo favorece. Se utilizan dosis de carga de 300-600 mg y mantenimiento de 75 mg/día según contexto.,"clopidogrel SCA, ¿qué vigilo?","Clopidogrel se usa como alternativa: carga 300-600 mg y luego 75 mg/día. Es útil si alto riesgo hemorrágico, necesidad de anticoagulación o contraindicación a otros P2Y12."
262,Medicamentos,"La anticoagulación parenteral forma parte del manejo del SCA durante la fase aguda y el intervencionismo. La elección entre heparina no fraccionada, enoxaparina o bivalirudina depende de estrategia, función renal y riesgo hemorrágico.","mi paciente toma heparina en SCA, ¿qué problema puede dar?","Sí, en SCA suele indicarse anticoagulación aguda, especialmente si va a cateterismo. La dosis y el tipo dependen de función renal, estrategia invasiva y riesgo de sangrado."
263,Medicamentos,"Los nitratos alivian angina y congestión si la presión lo permite, pero están contraindicados con hipotensión, infarto de ventrículo derecho significativo o uso reciente de inhibidores de fosfodiesterasa-5.",¿nitroglicerina dolor sirve en urgencias?,"Puedes dar nitroglicerina si hay dolor isquémico y presión adecuada. Evítala si está hipotenso, sospecha VD, estenosis aórtica crítica o tomó sildenafil/tadalafil recientemente."
264,Medicamentos,"La morfina puede considerarse para dolor intenso en SCA que no cede, pero se usa con cautela por hipotensión, depresión respiratoria y posible interacción con absorción de antiagregantes orales.",¿qué hago si necesita morfina IAM?,"No es de rutina para todo dolor. Úsala si dolor intenso persistente pese a nitratos y manejo inicial, vigilando presión, respiración y náuseas."
265,Medicamentos,"Tras SCA, la terapia hipolipemiante de alta intensidad se inicia precozmente salvo contraindicación. Se busca reducción intensiva de LDL y escalada con ezetimiba o iPCSK9 si no se alcanzan objetivos.","atorvastatina alta intensidad en cardiologia, ¿para qué?","Después de un SCA se indica estatina de alta intensidad, por ejemplo atorvastatina 40-80 mg o rosuvastatina 20-40 mg si tolera. Luego se ajusta a objetivo LDL."
266,Medicamentos,"Ezetimiba se añade cuando con estatina máxima tolerada no se alcanza el objetivo de LDL, especialmente en prevención secundaria o muy alto riesgo. Tiene bajo riesgo de interacciones y se usa a 10 mg/día.",¿cuánto doy de ezetimiba?,Añade ezetimiba 10 mg/día si con estatina máxima tolerada no llega a objetivo LDL o no tolera intensificar estatina. Es frecuente tras SCA o en muy alto riesgo.
267,Medicamentos,Los inhibidores PCSK9 se consideran en pacientes de muy alto riesgo con LDL por encima de objetivo pese a estatina máxima tolerada y ezetimiba. Reducen LDL de forma marcada y se administran por vía subcutánea.,dosis de iPCSK9,"Se plantean si sigue con LDL alto pese a estatina potente más ezetimiba, especialmente en prevención secundaria. No sustituyen el control global de riesgo."
268,Medicamentos,"Los betabloqueantes reducen frecuencia y demanda miocárdica; son útiles tras IAM, especialmente con disfunción ventricular, arritmias o angina, si no hay shock, bradicardia marcada o bloqueo avanzado.",¿puedo dar betabloqueante post IAM en este paciente?,"Puedes iniciar betabloqueante si está estable, sin shock, sin bradicardia importante ni bloqueo avanzado. Es especialmente importante si hay FEVI reducida, angina o arritmias."
269,Medicamentos,"En insuficiencia cardiaca con FEVI reducida, betabloqueantes con evidencia como bisoprolol, carvedilol, metoprolol succinato o nebivolol se titulan lentamente hasta dosis objetivo o máxima tolerada.",¿cuándo uso bisoprolol IC?,"Empieza bajo y sube progresivo si no está congestionado ni hipotenso. Vigila frecuencia, presión, síntomas y descompensación; no se titula agresivamente en fase inestable."
270,Medicamentos,"Los IECA reducen morbimortalidad en insuficiencia cardiaca con FEVI reducida y tras IAM con disfunción ventricular. Deben vigilarse presión arterial, creatinina y potasio.",¿que contraindicaciones tiene ieca ic?,Úsalo si FEVI reducida o post-IAM con indicación y no hay contraindicación. Controla función renal y potasio al inicio y tras ajustes.
271,Medicamentos,"Los ARA-II son alternativa en pacientes intolerantes a IECA, por ejemplo por tos. En insuficiencia cardiaca y prevención vascular se monitorizan igual que IECA: presión, creatinina y potasio.","ARAII alternativa, ¿qué vigilo?","Si el IECA da tos intolerable, puedes cambiar a ARA-II. Ojo con hiperpotasemia, insuficiencia renal e hipotensión igual que con IECA."
272,Medicamentos,"Sacubitril/valsartán está indicado en insuficiencia cardiaca con FEVI reducida para reducir eventos, sustituyendo a IECA/ARA-II cuando procede. Requiere lavado tras IECA para evitar angioedema.","mi paciente toma ARNI sacubitril valsartan, qué problema puede dar","ARNI se usa en IC con FEVI reducida si la presión lo permite. Si venía con IECA, deja 36 h de lavado antes de iniciar sacubitril/valsartán."
273,Medicamentos,"Los antagonistas del receptor mineralocorticoide reducen eventos en HFrEF, pero aumentan riesgo de hiperpotasemia y deterioro renal. Se indican con control estrecho de creatinina y potasio.",¿espironolactona IC sirve en urgencias?,Espironolactona o eplerenona se añaden en FEVI reducida si función renal y potasio lo permiten. Hay que controlar potasio y creatinina después de iniciar y al titular.
274,Medicamentos,Los inhibidores SGLT2 como dapagliflozina y empagliflozina reducen hospitalización por insuficiencia cardiaca y eventos en varios fenotipos de IC. Se usan incluso sin diabetes cuando hay indicación.,¿qué hago si necesita dapagliflozina IC?,"Sí, en insuficiencia cardiaca pueden usarse aunque no sea diabético, si no hay contraindicación. Vigila función renal, volemia e infecciones genitourinarias."
275,Medicamentos,"Los diuréticos de asa alivian congestión en insuficiencia cardiaca, reducen disnea y edemas, pero no sustituyen fármacos modificadores de pronóstico. La dosis se ajusta a respuesta, función renal y electrolitos.","furosemida congestión en cardiologia, ¿para qué?","Si está congestionado, usa diurético de asa y ajusta según diuresis, peso, síntomas, creatinina y potasio. El objetivo es euvolemia, no deshidratarlo."
276,Medicamentos,Ivabradina puede considerarse en HFrEF sintomática en ritmo sinusal con frecuencia elevada pese a betabloqueante máximo tolerado. No sirve en fibrilación auricular.,¿cuánto doy de ivabradina?,"Solo funciona en ritmo sinusal. Si FEVI reducida, síntomas y FC alta pese a betabloqueante tolerado, puede ayudar; en FA no tiene sentido para control de frecuencia."
277,Medicamentos,"Digoxina puede ayudar al control de frecuencia en FA, sobre todo en pacientes sedentarios o con insuficiencia cardiaca, pero tiene margen terapéutico estrecho y depende de función renal e interacciones.",dosis de digoxina FA,"Puede usarse para controlar frecuencia, especialmente si hay IC o presión baja, pero cuidado con función renal, niveles, edad e interacciones. No es ideal para control durante esfuerzo."
278,Medicamentos,"Amiodarona puede utilizarse para control de ritmo en FA, especialmente si hay insuficiencia cardiaca o cardiopatía estructural, pero requiere vigilancia de tiroides, hígado, pulmón, ojos y QT.",¿puedo dar amiodarona FA en este paciente?,"Amiodarona es eficaz, pero no inocua. Úsala si el beneficio supera riesgos y controla TSH, transaminasas, toxicidad pulmonar, QT e interacciones anticoagulantes."
279,Medicamentos,"Verapamilo y diltiazem pueden controlar frecuencia en FA sin FEVI reducida, pero se evitan en insuficiencia cardiaca con FEVI reducida por efecto inotrópico negativo.",¿cuándo uso verapamilo diltiazem?,"Si FEVI reducida, evita verapamilo/diltiazem. En FA estable sin disfunción sistólica pueden servir para frecuencia, vigilando presión y bradicardia."
280,Medicamentos,"En fibrilación auricular, las guías ESC 2024 recomiendan anticoagulación oral en pacientes con riesgo tromboembólico elevado y prefieren DOAC frente a antagonistas de vitamina K salvo válvula mecánica o estenosis mitral moderada-severa.",¿qué contraindicaciones tiene anticoagulación FA DOAC?,"En FA, si el riesgo embólico lo indica, se prefiere DOAC. No uses DOAC en válvula mecánica ni estenosis mitral moderada-severa; ahí corresponde AVK."
281,Medicamentos,"Apixabán es un anticoagulante directo usado en FA no valvular y tromboembolismo. La dosis depende de indicación, edad, peso, creatinina e interacciones; debe verificarse con ficha técnica y función renal.","apixaban dosis, ¿qué vigilo?","No lo dosifiques “de memoria” sin datos. En FA suele ser 5 mg cada 12 h, con reducción a 2,5 mg cada 12 h si cumple criterios específicos de edad, peso y creatinina."
282,Medicamentos,"Rivaroxabán es un DOAC usado en FA y tromboembolismo. En FA la dosis se ajusta por función renal y debe tomarse según indicación, habitualmente con comida para la dosis de 20 mg.","mi paciente toma rivaroxaban dosis, ¿qué problema puede dar?",En FA suele ser 20 mg una vez al día con comida si función renal adecuada; se reduce con insuficiencia renal según ficha técnica. Revisa filtrado e interacciones.
283,Medicamentos,"Dabigatrán es un inhibidor directo de trombina usado en FA no valvular. Su uso depende de función renal, edad, riesgo hemorrágico e interacciones con glicoproteína P.",¿dabigatran sirve en urgencias?,"Puede usarse si la función renal lo permite. Vigila dispepsia, sangrado, edad avanzada, filtrado bajo e interacciones; ajusta dosis según ficha técnica."
284,Medicamentos,Los pacientes con válvula mecánica requieren anticoagulación con antagonistas de vitamina K. Los DOAC no están indicados en válvulas mecánicas.,¿qué hago si necesita warfarina válvula mecánica?,Con válvula mecánica no uses DOAC. Necesita AVK con INR objetivo según tipo y posición de válvula y factores de riesgo.
285,Medicamentos,"En pacientes con FA y SCA/PCI, la combinación de anticoagulante y antiagregantes aumenta sangrado. Las guías recomiendan minimizar duración de triple terapia y adaptar a riesgo isquémico y hemorrágico.","triple terapia en cardiologia, para qué","Triple terapia el menor tiempo posible y solo si el riesgo isquémico lo justifica. Después suele pasarse a anticoagulante más un antiagregante, individualizando."
286,Medicamentos,"En hipertensión, las guías ESC favorecen tratamiento basado en riesgo cardiovascular, cifras confirmadas y daño de órgano. La combinación en un solo comprimido mejora adherencia cuando está indicada.",¿cuánto doy de antihipertensivos inicio?,"Tras confirmar HTA, decide por nivel de presión y riesgo global. A menudo se inicia combinación de dos fármacos a dosis bajas, salvo fragilidad, bajo riesgo o situaciones especiales."
287,Medicamentos,"IECA, ARA-II y ARNI están contraindicados en embarazo por riesgo fetal. En mujeres con posibilidad de embarazo se debe revisar anticoncepción y alternativas seguras.",dosis de ieca embarazo,"No uses IECA/ARA-II/ARNI en embarazo. Si la paciente puede estar embarazada o planifica gestación, cambia a opciones seguras y coordina manejo."
288,Medicamentos,"Los calcioantagonistas dihidropiridínicos como amlodipino son eficaces en hipertensión y angina, pero pueden causar edema maleolar, rubor o cefalea. El edema no siempre responde a diuréticos.",¿puedo dar amlodipino edema en este paciente?,"Amlodipino puede dar edema de tobillos. Si molesta, ajusta dosis o combina/cambia fármaco; no asumas que todo edema es insuficiencia cardiaca."
289,Medicamentos,"Los diuréticos tiazídicos o similares son fármacos de primera línea en hipertensión, con vigilancia de sodio, potasio, ácido úrico, glucosa y función renal.",¿cuándo uso hidroclorotiazida clortalidona?,"Sirven para HTA, sobre todo en combinación. Controla sodio, potasio, función renal, uricemia y glucosa, especialmente en ancianos."
290,Medicamentos,"Flecainida y propafenona pueden usarse para control de ritmo en FA sin cardiopatía estructural significativa, pero se evitan en cardiopatía isquémica o disfunción ventricular.",¿qué contraindicaciones tiene antiarrítmicos clase IC?,"No des flecainida si hay infarto previo, isquemia o FEVI reducida. Antes de usarla, confirma que no hay cardiopatía estructural relevante."
291,Medicamentos,"La adenosina se usa para terminar taquicardias supraventriculares regulares dependientes del nodo AV en pacientes estables, con monitorización y disponibilidad de reanimación. Puede causar rubor, disnea o sensación de pausa.","adenosina TSV, ¿qué vigilo?","Para TSV regular estable, tras maniobras vagales, adenosina puede ser útil. No la uses a ciegas en taquicardia irregular de QRS ancho; monitoriza siempre."
292,Medicamentos,"El sulfato de magnesio es tratamiento de elección en torsades de pointes, junto con corregir hipopotasemia, retirar fármacos que prolongan QT y tratar bradicardia desencadenante.","mi paciente toma magnesio torsades, ¿qué problema puede dar?","En torsades, da magnesio y corrige potasio, retira fármacos QT y trata bradicardia si existe. Si está inestable, desfibrilación/cardioversión según ritmo."
293,Medicamentos,"La atropina puede usarse en bradicardia sintomática, pero puede ser insuficiente en bloqueo infranodal o bloqueo AV avanzado. Se debe preparar estimulación transcutánea o fármacos vasoactivos si no responde.",¿atropina bradicardia sirve en urgencias?,"Si bradicardia con hipotensión o bajo gasto, atropina es una opción inicial. Si no responde o hay bloqueo avanzado, prepara marcapasos transcutáneo y soporte."
294,Medicamentos,"En parada cardiaca, la adrenalina se usa durante RCP según algoritmos de soporte vital avanzado, junto con compresiones de calidad, desfibrilación si ritmo desfibrilable y tratamiento de causas reversibles.",¿qué hago si necesita adrenalina RCP?,"En RCP avanzada se usa adrenalina siguiendo el algoritmo, sin retrasar compresiones ni desfibrilación si corresponde. Lo esencial sigue siendo RCP de calidad y corregir causas reversibles."
295,Medicamentos,"En fibrilación ventricular o taquicardia ventricular sin pulso refractaria a descargas, amiodarona se considera dentro del algoritmo de soporte vital avanzado. No reemplaza desfibrilación ni compresiones.","amiodarona FV TV en cardiologia, ¿para qué?","En FV/TV sin pulso que persiste tras descargas, amiodarona entra en el algoritmo. Pero lo que salva primero es desfibrilar pronto y hacer compresiones efectivas."
296,Medicamentos,"La endocarditis infecciosa requiere hemocultivos y antibióticos dirigidos, idealmente tras obtener cultivos si el paciente está estable. La elección depende de válvula nativa/protésica, microorganismo y gravedad.",¿cuánto doy de antibióticos endocarditis?,No des antibiótico “a ciegas” si está estable antes de hemocultivos. Toma varios hemocultivos y ajusta tratamiento con infectología/cardiología según germen y válvula.
297,Medicamentos,La deficiencia de hierro es frecuente en insuficiencia cardiaca y empeora síntomas. Las guías recomiendan buscarla y considerar hierro intravenoso en pacientes seleccionados para mejorar síntomas y reducir hospitalizaciones.,dosis de hierro IC,"Pide ferritina y saturación de transferrina en IC. Si hay déficit, el hierro intravenoso puede ayudar en pacientes seleccionados; el hierro oral suele ser menos eficaz en este contexto."
298,Medicamentos,"La colchicina se usa en pericarditis aguda junto a antiinflamatorio cuando no está contraindicada, porque reduce recurrencias. La dosis depende de peso, tolerancia, función renal e interacciones.",puedo dar colchicina pericarditis en este paciente,"Colchicina ayuda a reducir recaídas en pericarditis. Revisa función renal, peso, interacciones y efectos digestivos; no la uses si hay contraindicación clara."
299,Medicamentos,"En pericarditis aguda, AINE o aspirina son base del tratamiento si no hay contraindicaciones, asociados a protección gástrica cuando procede y colchicina. Deben evitarse si hay insuficiencia renal severa o alto riesgo hemorrágico.",¿cuándo uso AINE pericarditis?,"Si es pericarditis típica y no hay contraindicación, AINE/aspirina más colchicina suele ser el esquema. Ajusta según riñón, sangrado, anticoagulación y causa."
300,Medicamentos,"En disección aórtica aguda, el control rápido de frecuencia y presión reduce estrés parietal. Los betabloqueantes intravenosos son base si no hay contraindicación, antes de vasodilatadores puros.",¿qué contraindicaciones tiene betabloqueante disección?,"En disección, primero baja frecuencia y dP/dt con betabloqueante si puede. No des vasodilatador solo sin controlar la frecuencia porque puede aumentar el estrés aórtico."
301,Medicamentos,"El riesgo de caídas no contraindica automáticamente anticoagulación en FA. La decisión debe equilibrar riesgo embólico, sangrado modificable, fragilidad y preferencias, corrigiendo factores de riesgo hemorrágico.","anticoagulante y caidas, ¿qué vigilo?","No suspendas anticoagulación solo por “se cae”. Valora riesgo embólico y hemorrágico, corrige factores modificables y decide individualmente."
302,Medicamentos,La aspirina no se usa de forma rutinaria en prevención primaria por balance desfavorable de sangrado frente a beneficio en muchos pacientes. Se reserva para situaciones seleccionadas de alto riesgo y bajo sangrado.,"mi paciente toma antiagregacion primaria, ¿qué problema puede dar?",No des aspirina primaria “por si acaso” a todos. En prevención primaria se individualiza mucho por riesgo cardiovascular y hemorrágico.
303,Medicamentos,"En el síndrome coronario agudo, la aspirina se administra precozmente si no hay contraindicación. La guía ESC indica dosis de carga oral de 150-300 mg y mantenimiento de 75-100 mg al día.",¿qué hago si necesita aspirina IAM?,"En IAM se da aspirina 150-300 mg como carga oral, preferiblemente masticada si procede, y luego 75-100 mg/día de mantenimiento. Evítala si hay alergia verdadera o sangrado activo relevante."
304,Medicamentos,"En SCA, ticagrelor es un inhibidor P2Y12 usado con aspirina en doble antiagregación cuando no está contraindicado. La dosis habitual de carga es 180 mg, seguida de 90 mg cada 12 horas.","ticagrelor sca en cardiologia, ¿para que?","Ticagrelor se carga con 180 mg y luego 90 mg cada 12 h junto a aspirina, salvo contraindicaciones. Vigila sangrado, disnea y bradicardia; ajusta estrategia si necesita anticoagulación."
305,Medicamentos,"Prasugrel se usa en SCA tratado con intervencionismo cuando es adecuado. La dosis de carga habitual es 60 mg y mantenimiento 10 mg/día, con precauciones por edad, bajo peso y antecedente de ictus/AIT.",¿cuánto doy de prasugrel PCI?,Prasugrel suele ser 60 mg de carga y 10 mg/día si procede PCI. No se usa si hubo ictus/AIT; en ancianos o bajo peso el riesgo hemorrágico cambia la decisión.
306,Medicamentos,Clopidogrel es alternativa cuando ticagrelor o prasugrel no son adecuados o cuando la estrategia anticoagulante lo favorece. Se utilizan dosis de carga de 300-600 mg y mantenimiento de 75 mg/día según contexto.,dosis de clopidogrel SCA,"Clopidogrel se usa como alternativa: carga 300-600 mg y luego 75 mg/día. Es útil si alto riesgo hemorrágico, necesidad de anticoagulación o contraindicación a otros P2Y12."
307,Medicamentos,"La anticoagulación parenteral forma parte del manejo del SCA durante la fase aguda y el intervencionismo. La elección entre heparina no fraccionada, enoxaparina o bivalirudina depende de estrategia, función renal y riesgo hemorrágico.",¿puedo dar heparina en SCA en este paciente?,"Sí, en SCA suele indicarse anticoagulación aguda, especialmente si va a cateterismo. La dosis y el tipo dependen de función renal, estrategia invasiva y riesgo de sangrado."
308,Medicamentos,"Los nitratos alivian angina y congestión si la presión lo permite, pero están contraindicados con hipotensión, infarto de ventrículo derecho significativo o uso reciente de inhibidores de fosfodiesterasa-5.",¿cuándo uso nitroglicerina dolor?,"Puedes dar nitroglicerina si hay dolor isquémico y presión adecuada. Evítala si está hipotenso, sospecha VD, estenosis aórtica crítica o tomó sildenafil/tadalafil recientemente."
309,Medicamentos,"La morfina puede considerarse para dolor intenso en SCA que no cede, pero se usa con cautela por hipotensión, depresión respiratoria y posible interacción con absorción de antiagregantes orales.",¿qué contraindicaciones tiene morfina IAM?,"No es de rutina para todo dolor. Úsala si dolor intenso persistente pese a nitratos y manejo inicial, vigilando presión, respiración y náuseas."
310,Medicamentos,"Tras SCA, la terapia hipolipemiante de alta intensidad se inicia precozmente salvo contraindicación. Se busca reducción intensiva de LDL y escalada con ezetimiba o iPCSK9 si no se alcanzan objetivos.","atorvastatina alta intensidad, ¿qué vigilo?","Después de un SCA se indica estatina de alta intensidad, por ejemplo atorvastatina 40-80 mg o rosuvastatina 20-40 mg si tolera. Luego se ajusta a objetivo LDL."
311,Medicamentos,"Ezetimiba se añade cuando con estatina máxima tolerada no se alcanza el objetivo de LDL, especialmente en prevención secundaria o muy alto riesgo. Tiene bajo riesgo de interacciones y se usa a 10 mg/día.","mi paciente toma ezetimiba, qué problema puede dar",Añade ezetimiba 10 mg/día si con estatina máxima tolerada no llega a objetivo LDL o no tolera intensificar estatina. Es frecuente tras SCA o en muy alto riesgo.
312,Medicamentos,Los inhibidores PCSK9 se consideran en pacientes de muy alto riesgo con LDL por encima de objetivo pese a estatina máxima tolerada y ezetimiba. Reducen LDL de forma marcada y se administran por vía subcutánea.,¿iPCSK9 sirve en urgencias?,"Se plantean si sigue con LDL alto pese a estatina potente más ezetimiba, especialmente en prevención secundaria. No sustituyen el control global de riesgo."
313,Medicamentos,"Los betabloqueantes reducen frecuencia y demanda miocárdica; son útiles tras IAM, especialmente con disfunción ventricular, arritmias o angina, si no hay shock, bradicardia marcada o bloqueo avanzado.",¿qué hago si necesita betabloqueante post IAM?,"Puedes iniciar betabloqueante si está estable, sin shock, sin bradicardia importante ni bloqueo avanzado. Es especialmente importante si hay FEVI reducida, angina o arritmias."
314,Medicamentos,"En insuficiencia cardiaca con FEVI reducida, betabloqueantes con evidencia como bisoprolol, carvedilol, metoprolol succinato o nebivolol se titulan lentamente hasta dosis objetivo o máxima tolerada.","bisoprolol IC en cardiologia, ¿para qué?","Empieza bajo y sube progresivo si no está congestionado ni hipotenso. Vigila frecuencia, presión, síntomas y descompensación; no se titula agresivamente en fase inestable."
315,Medicamentos,"Los IECA reducen morbimortalidad en insuficiencia cardiaca con FEVI reducida y tras IAM con disfunción ventricular. Deben vigilarse presión arterial, creatinina y potasio.",¿cuánto doy de IECA IC?,Úsalo si FEVI reducida o post-IAM con indicación y no hay contraindicación. Controla función renal y potasio al inicio y tras ajustes.
316,Medicamentos,"Los ARA-II son alternativa en pacientes intolerantes a IECA, por ejemplo por tos. En insuficiencia cardiaca y prevención vascular se monitorizan igual que IECA: presión, creatinina y potasio.",dosis de ARAII alternativa,"Si el IECA da tos intolerable, puedes cambiar a ARA-II. Ojo con hiperpotasemia, insuficiencia renal e hipotensión igual que con IECA."
317,Medicamentos,"Sacubitril/valsartán está indicado en insuficiencia cardiaca con FEVI reducida para reducir eventos, sustituyendo a IECA/ARA-II cuando procede. Requiere lavado tras IECA para evitar angioedema.",¿puedo dar ARNI sacubitril valsartan en este paciente?,"ARNI se usa en IC con FEVI reducida si la presión lo permite. Si venía con IECA, deja 36 h de lavado antes de iniciar sacubitril/valsartán."
318,Medicamentos,"Los antagonistas del receptor mineralocorticoide reducen eventos en HFrEF, pero aumentan riesgo de hiperpotasemia y deterioro renal. Se indican con control estrecho de creatinina y potasio.",¿cuándo uso espironolactona IC?,Espironolactona o eplerenona se añaden en FEVI reducida si función renal y potasio lo permiten. Hay que controlar potasio y creatinina después de iniciar y al titular.
319,Medicamentos,Los inhibidores SGLT2 como dapagliflozina y empagliflozina reducen hospitalización por insuficiencia cardiaca y eventos en varios fenotipos de IC. Se usan incluso sin diabetes cuando hay indicación.,¿qué contraindicaciones tiene dapagliflozina IC?,"Sí, en insuficiencia cardiaca pueden usarse aunque no sea diabético, si no hay contraindicación. Vigila función renal, volemia e infecciones genitourinarias."
320,Medicamentos,"Los diuréticos de asa alivian congestión en insuficiencia cardiaca, reducen disnea y edemas, pero no sustituyen fármacos modificadores de pronóstico. La dosis se ajusta a respuesta, función renal y electrolitos.","furosemida congestión, ¿qué vigilo?","Si está congestionado, usa diurético de asa y ajusta según diuresis, peso, síntomas, creatinina y potasio. El objetivo es euvolemia, no deshidratarlo."
321,Medicamentos,Ivabradina puede considerarse en HFrEF sintomática en ritmo sinusal con frecuencia elevada pese a betabloqueante máximo tolerado. No sirve en fibrilación auricular.,"mi paciente toma ivabradina, ¿que problema puede dar?","Solo funciona en ritmo sinusal. Si FEVI reducida, síntomas y FC alta pese a betabloqueante tolerado, puede ayudar; en FA no tiene sentido para control de frecuencia."
322,Medicamentos,"Digoxina puede ayudar al control de frecuencia en FA, sobre todo en pacientes sedentarios o con insuficiencia cardiaca, pero tiene margen terapéutico estrecho y depende de función renal e interacciones.",¿digoxina FA sirve en urgencias?,"Puede usarse para controlar frecuencia, especialmente si hay IC o presión baja, pero cuidado con función renal, niveles, edad e interacciones. No es ideal para control durante esfuerzo."
323,Medicamentos,"Amiodarona puede utilizarse para control de ritmo en FA, especialmente si hay insuficiencia cardiaca o cardiopatía estructural, pero requiere vigilancia de tiroides, hígado, pulmón, ojos y QT.",¿qué hago si necesita amiodarona FA?,"Amiodarona es eficaz, pero no inocua. Úsala si el beneficio supera riesgos y controla TSH, transaminasas, toxicidad pulmonar, QT e interacciones anticoagulantes."
324,Medicamentos,"Verapamilo y diltiazem pueden controlar frecuencia en FA sin FEVI reducida, pero se evitan en insuficiencia cardiaca con FEVI reducida por efecto inotrópico negativo.","verapamilo diltiazem en cardiologia, para qué","Si FEVI reducida, evita verapamilo/diltiazem. En FA estable sin disfunción sistólica pueden servir para frecuencia, vigilando presión y bradicardia."
325,Medicamentos,"En fibrilación auricular, las guías ESC 2024 recomiendan anticoagulación oral en pacientes con riesgo tromboembólico elevado y prefieren DOAC frente a antagonistas de vitamina K salvo válvula mecánica o estenosis mitral moderada-severa.",¿cuánto doy de anticoagulación FA DOAC?,"En FA, si el riesgo embólico lo indica, se prefiere DOAC. No uses DOAC en válvula mecánica ni estenosis mitral moderada-severa; ahí corresponde AVK."
326,Medicamentos,"Apixabán es un anticoagulante directo usado en FA no valvular y tromboembolismo. La dosis depende de indicación, edad, peso, creatinina e interacciones; debe verificarse con ficha técnica y función renal.",dosis de apixaban dosis,"No lo dosifiques “de memoria” sin datos. En FA suele ser 5 mg cada 12 h, con reducción a 2,5 mg cada 12 h si cumple criterios específicos de edad, peso y creatinina."
327,Medicamentos,"Rivaroxabán es un DOAC usado en FA y tromboembolismo. En FA la dosis se ajusta por función renal y debe tomarse según indicación, habitualmente con comida para la dosis de 20 mg.",¿puedo dar rivaroxaban dosis en este paciente?,En FA suele ser 20 mg una vez al día con comida si función renal adecuada; se reduce con insuficiencia renal según ficha técnica. Revisa filtrado e interacciones.
328,Medicamentos,"Dabigatrán es un inhibidor directo de trombina usado en FA no valvular. Su uso depende de función renal, edad, riesgo hemorrágico e interacciones con glicoproteína P.",¿cuándo uso dabigatran?,"Puede usarse si la función renal lo permite. Vigila dispepsia, sangrado, edad avanzada, filtrado bajo e interacciones; ajusta dosis según ficha técnica."
329,Medicamentos,Los pacientes con válvula mecánica requieren anticoagulación con antagonistas de vitamina K. Los DOAC no están indicados en válvulas mecánicas.,¿qué contraindicaciones tiene warfarina válvula mecánica?,Con válvula mecánica no uses DOAC. Necesita AVK con INR objetivo según tipo y posición de válvula y factores de riesgo.
330,Medicamentos,"En pacientes con FA y SCA/PCI, la combinación de anticoagulante y antiagregantes aumenta sangrado. Las guías recomiendan minimizar duración de triple terapia y adaptar a riesgo isquémico y hemorrágico.","triple terapia, ¿qué vigilo?","Triple terapia el menor tiempo posible y solo si el riesgo isquémico lo justifica. Después suele pasarse a anticoagulante más un antiagregante, individualizando."
331,Medicamentos,"En hipertensión, las guías ESC favorecen tratamiento basado en riesgo cardiovascular, cifras confirmadas y daño de órgano. La combinación en un solo comprimido mejora adherencia cuando está indicada.","mi paciente toma antihipertensivos inicio, ¿qué problema puede dar?","Tras confirmar HTA, decide por nivel de presión y riesgo global. A menudo se inicia combinación de dos fármacos a dosis bajas, salvo fragilidad, bajo riesgo o situaciones especiales."
332,Medicamentos,"IECA, ARA-II y ARNI están contraindicados en embarazo por riesgo fetal. En mujeres con posibilidad de embarazo se debe revisar anticoncepción y alternativas seguras.",¿IECA embarazo sirve en urgencias?,"No uses IECA/ARA-II/ARNI en embarazo. Si la paciente puede estar embarazada o planifica gestación, cambia a opciones seguras y coordina manejo."
