id,categoria,pregunta,respuesta,contexto
262,Medicamentos,"hierro IC en cardiologia, para qué","Pide ferritina y saturación de transferrina en IC. Si hay déficit, el hierro intravenoso puede ayudar en pacientes seleccionados; el hierro oral suele ser menos eficaz en este contexto.",La deficiencia de hierro es frecuente en insuficiencia cardiaca y empeora síntomas. Las guías recomiendan buscarla y considerar hierro intravenoso en pacientes seleccionados para mejorar síntomas y reducir hospitalizaciones.
263,Medicamentos,¿cuánto doy de colchicina pericarditis?,"Colchicina ayuda a reducir recaídas en pericarditis. Revisa función renal, peso, interacciones y efectos digestivos; no la uses si hay contraindicación clara.","La colchicina se usa en pericarditis aguda junto a antiinflamatorio cuando no está contraindicada, porque reduce recurrencias. La dosis depende de peso, tolerancia, función renal e interacciones."
264,Medicamentos,dosis de AINE pericarditis,"Si es pericarditis típica y no hay contraindicación, AINE/aspirina más colchicina suele ser el esquema. Ajusta según riñón, sangrado, anticoagulación y causa.","En pericarditis aguda, AINE o aspirina son base del tratamiento si no hay contraindicaciones, asociados a protección gástrica cuando procede y colchicina. Deben evitarse si hay insuficiencia renal severa o alto riesgo hemorrágico."
265,Medicamentos,¿puedo dar betabloqueante disección en este paciente?,"En disección, primero baja frecuencia y dP/dt con betabloqueante si puede. No des vasodilatador solo sin controlar la frecuencia porque puede aumentar el estrés aórtico.","En disección aórtica aguda, el control rápido de frecuencia y presión reduce estrés parietal. Los betabloqueantes intravenosos son base si no hay contraindicación, antes de vasodilatadores puros."
266,Medicamentos,¿cuándo uso anticoagulante y caidas?,"No suspendas anticoagulación solo por “se cae”. Valora riesgo embólico y hemorrágico, corrige factores modificables y decide individualmente.","El riesgo de caídas no contraindica automáticamente anticoagulación en FA. La decisión debe equilibrar riesgo embólico, sangrado modificable, fragilidad y preferencias, corrigiendo factores de riesgo hemorrágico."
267,Medicamentos,¿qué contraindicaciones tiene antiagregacion primaria?,No des aspirina primaria “por si acaso” a todos. En prevención primaria se individualiza mucho por riesgo cardiovascular y hemorrágico.,La aspirina no se usa de forma rutinaria en prevención primaria por balance desfavorable de sangrado frente a beneficio en muchos pacientes. Se reserva para situaciones seleccionadas de alto riesgo y bajo sangrado.
268,Medicamentos,"mi paciente toma aspirina IAM, ¿qué problema puede dar?","En IAM se da aspirina 150-300 mg como carga oral, preferiblemente masticada si procede, y luego 75-100 mg/día de mantenimiento. Evítala si hay alergia verdadera o sangrado activo relevante.","En el síndrome coronario agudo, la aspirina se administra precozmente si no hay contraindicación. La guía ESC indica dosis de carga oral de 150-300 mg y mantenimiento de 75-100 mg al día."
269,Medicamentos,¿ticagrelor SCA sirve en urgencias?,"Ticagrelor se carga con 180 mg y luego 90 mg cada 12 h junto a aspirina, salvo contraindicaciones. Vigila sangrado, disnea y bradicardia; ajusta estrategia si necesita anticoagulación.","En SCA, ticagrelor es un inhibidor P2Y12 usado con aspirina en doble antiagregación cuando no está contraindicado. La dosis habitual de carga es 180 mg, seguida de 90 mg cada 12 horas."
270,Medicamentos,¿qué hago si necesita prasugrel PCI?,Prasugrel suele ser 60 mg de carga y 10 mg/día si procede PCI. No se usa si hubo ictus/AIT; en ancianos o bajo peso el riesgo hemorrágico cambia la decisión.,"Prasugrel se usa en SCA tratado con intervencionismo cuando es adecuado. La dosis de carga habitual es 60 mg y mantenimiento 10 mg/día, con precauciones por edad, bajo peso y antecedente de ictus/AIT."
271,Medicamentos,"clopidogrel SCA en cardiologia, ¿para qué?","Clopidogrel se usa como alternativa: carga 300-600 mg y luego 75 mg/día. Es útil si alto riesgo hemorrágico, necesidad de anticoagulación o contraindicación a otros P2Y12.",Clopidogrel es alternativa cuando ticagrelor o prasugrel no son adecuados o cuando la estrategia anticoagulante lo favorece. Se utilizan dosis de carga de 300-600 mg y mantenimiento de 75 mg/día según contexto.
272,Medicamentos,¿cuánto doy de heparina en SCA?,"Sí, en SCA suele indicarse anticoagulación aguda, especialmente si va a cateterismo. La dosis y el tipo dependen de función renal, estrategia invasiva y riesgo de sangrado.","La anticoagulación parenteral forma parte del manejo del SCA durante la fase aguda y el intervencionismo. La elección entre heparina no fraccionada, enoxaparina o bivalirudina depende de estrategia, función renal y riesgo hemorrágico."
273,Medicamentos,dosis de nitroglicerina dolor,"Puedes dar nitroglicerina si hay dolor isquémico y presión adecuada. Evítala si está hipotenso, sospecha VD, estenosis aórtica crítica o tomó sildenafil/tadalafil recientemente.","Los nitratos alivian angina y congestión si la presión lo permite, pero están contraindicados con hipotensión, infarto de ventrículo derecho significativo o uso reciente de inhibidores de fosfodiesterasa-5."
274,Medicamentos,¿puedo dar morfina iam en este paciente?,"No es de rutina para todo dolor. Úsala si dolor intenso persistente pese a nitratos y manejo inicial, vigilando presión, respiración y náuseas.","La morfina puede considerarse para dolor intenso en SCA que no cede, pero se usa con cautela por hipotensión, depresión respiratoria y posible interacción con absorción de antiagregantes orales."
275,Medicamentos,cuándo uso atorvastatina alta intensidad,"Después de un SCA se indica estatina de alta intensidad, por ejemplo atorvastatina 40-80 mg o rosuvastatina 20-40 mg si tolera. Luego se ajusta a objetivo LDL.","Tras SCA, la terapia hipolipemiante de alta intensidad se inicia precozmente salvo contraindicación. Se busca reducción intensiva de LDL y escalada con ezetimiba o iPCSK9 si no se alcanzan objetivos."
276,Medicamentos,¿qué contraindicaciones tiene ezetimiba?,Añade ezetimiba 10 mg/día si con estatina máxima tolerada no llega a objetivo LDL o no tolera intensificar estatina. Es frecuente tras SCA o en muy alto riesgo.,"Ezetimiba se añade cuando con estatina máxima tolerada no se alcanza el objetivo de LDL, especialmente en prevención secundaria o muy alto riesgo. Tiene bajo riesgo de interacciones y se usa a 10 mg/día."
277,Medicamentos,"iPCSK9, ¿qué vigilo?","Se plantean si sigue con LDL alto pese a estatina potente más ezetimiba, especialmente en prevención secundaria. No sustituyen el control global de riesgo.",Los inhibidores PCSK9 se consideran en pacientes de muy alto riesgo con LDL por encima de objetivo pese a estatina máxima tolerada y ezetimiba. Reducen LDL de forma marcada y se administran por vía subcutánea.
278,Medicamentos,"mi paciente toma betabloqueante post IAM, ¿qué problema puede dar?","Puedes iniciar betabloqueante si está estable, sin shock, sin bradicardia importante ni bloqueo avanzado. Es especialmente importante si hay FEVI reducida, angina o arritmias.","Los betabloqueantes reducen frecuencia y demanda miocárdica; son útiles tras IAM, especialmente con disfunción ventricular, arritmias o angina, si no hay shock, bradicardia marcada o bloqueo avanzado."
279,Medicamentos,¿bisoprolol IC sirve en urgencias?,"Empieza bajo y sube progresivo si no está congestionado ni hipotenso. Vigila frecuencia, presión, síntomas y descompensación; no se titula agresivamente en fase inestable.","En insuficiencia cardiaca con FEVI reducida, betabloqueantes con evidencia como bisoprolol, carvedilol, metoprolol succinato o nebivolol se titulan lentamente hasta dosis objetivo o máxima tolerada."
280,Medicamentos,¿qué hago si necesita IECA IC?,Úsalo si FEVI reducida o post-IAM con indicación y no hay contraindicación. Controla función renal y potasio al inicio y tras ajustes.,"Los IECA reducen morbimortalidad en insuficiencia cardiaca con FEVI reducida y tras IAM con disfunción ventricular. Deben vigilarse presión arterial, creatinina y potasio."
281,Medicamentos,"ARAII alternativa en cardiologia, ¿para qué?","Si el IECA da tos intolerable, puedes cambiar a ARA-II. Ojo con hiperpotasemia, insuficiencia renal e hipotensión igual que con IECA.","Los ARA-II son alternativa en pacientes intolerantes a IECA, por ejemplo por tos. En insuficiencia cardiaca y prevención vascular se monitorizan igual que IECA: presión, creatinina y potasio."
282,Medicamentos,¿cuánto doy de ARNI sacubitril valsartan?,"ARNI se usa en IC con FEVI reducida si la presión lo permite. Si venía con IECA, deja 36 h de lavado antes de iniciar sacubitril/valsartán.","Sacubitril/valsartán está indicado en insuficiencia cardiaca con FEVI reducida para reducir eventos, sustituyendo a IECA/ARA-II cuando procede. Requiere lavado tras IECA para evitar angioedema."
283,Medicamentos,dosis de espironolactona IC,Espironolactona o eplerenona se añaden en FEVI reducida si función renal y potasio lo permiten. Hay que controlar potasio y creatinina después de iniciar y al titular.,"Los antagonistas del receptor mineralocorticoide reducen eventos en HFrEF, pero aumentan riesgo de hiperpotasemia y deterioro renal. Se indican con control estrecho de creatinina y potasio."
284,Medicamentos,¿puedo dar dapagliflozina IC en este paciente?,"Sí, en insuficiencia cardiaca pueden usarse aunque no sea diabético, si no hay contraindicación. Vigila función renal, volemia e infecciones genitourinarias.",Los inhibidores SGLT2 como dapagliflozina y empagliflozina reducen hospitalización por insuficiencia cardiaca y eventos en varios fenotipos de IC. Se usan incluso sin diabetes cuando hay indicación.
285,Medicamentos,¿cuándo uso furosemida congestión?,"Si está congestionado, usa diurético de asa y ajusta según diuresis, peso, síntomas, creatinina y potasio. El objetivo es euvolemia, no deshidratarlo.","Los diuréticos de asa alivian congestión en insuficiencia cardiaca, reducen disnea y edemas, pero no sustituyen fármacos modificadores de pronóstico. La dosis se ajusta a respuesta, función renal y electrolitos."
286,Medicamentos,¿qué contraindicaciones tiene ivabradina?,"Solo funciona en ritmo sinusal. Si FEVI reducida, síntomas y FC alta pese a betabloqueante tolerado, puede ayudar; en FA no tiene sentido para control de frecuencia.",Ivabradina puede considerarse en HFrEF sintomática en ritmo sinusal con frecuencia elevada pese a betabloqueante máximo tolerado. No sirve en fibrilación auricular.
287,Medicamentos,"digoxina FA, ¿qué vigilo?","Puede usarse para controlar frecuencia, especialmente si hay IC o presión baja, pero cuidado con función renal, niveles, edad e interacciones. No es ideal para control durante esfuerzo.","Digoxina puede ayudar al control de frecuencia en FA, sobre todo en pacientes sedentarios o con insuficiencia cardiaca, pero tiene margen terapéutico estrecho y depende de función renal e interacciones."
288,Medicamentos,"mi paciente toma amiodarona FA, qué problema puede dar","Amiodarona es eficaz, pero no inocua. Úsala si el beneficio supera riesgos y controla TSH, transaminasas, toxicidad pulmonar, QT e interacciones anticoagulantes.","Amiodarona puede utilizarse para control de ritmo en FA, especialmente si hay insuficiencia cardiaca o cardiopatía estructural, pero requiere vigilancia de tiroides, hígado, pulmón, ojos y QT."
289,Medicamentos,¿verapamilo diltiazem sirve en urgencias?,"Si FEVI reducida, evita verapamilo/diltiazem. En FA estable sin disfunción sistólica pueden servir para frecuencia, vigilando presión y bradicardia.","Verapamilo y diltiazem pueden controlar frecuencia en FA sin FEVI reducida, pero se evitan en insuficiencia cardiaca con FEVI reducida por efecto inotrópico negativo."
290,Medicamentos,¿qué hago si necesita anticoagulación FA DOAC?,"En FA, si el riesgo embólico lo indica, se prefiere DOAC. No uses DOAC en válvula mecánica ni estenosis mitral moderada-severa; ahí corresponde AVK.","En fibrilación auricular, las guías ESC 2024 recomiendan anticoagulación oral en pacientes con riesgo tromboembólico elevado y prefieren DOAC frente a antagonistas de vitamina K salvo válvula mecánica o estenosis mitral moderada-severa."
291,Medicamentos,"apixaban dosis en cardiologia, ¿para que?","No lo dosifiques “de memoria” sin datos. En FA suele ser 5 mg cada 12 h, con reducción a 2,5 mg cada 12 h si cumple criterios específicos de edad, peso y creatinina.","Apixabán es un anticoagulante directo usado en FA no valvular y tromboembolismo. La dosis depende de indicación, edad, peso, creatinina e interacciones; debe verificarse con ficha técnica y función renal."
292,Medicamentos,¿cuánto doy de rivaroxaban dosis?,En FA suele ser 20 mg una vez al día con comida si función renal adecuada; se reduce con insuficiencia renal según ficha técnica. Revisa filtrado e interacciones.,"Rivaroxabán es un DOAC usado en FA y tromboembolismo. En FA la dosis se ajusta por función renal y debe tomarse según indicación, habitualmente con comida para la dosis de 20 mg."
293,Medicamentos,dosis de dabigatran,"Puede usarse si la función renal lo permite. Vigila dispepsia, sangrado, edad avanzada, filtrado bajo e interacciones; ajusta dosis según ficha técnica.","Dabigatrán es un inhibidor directo de trombina usado en FA no valvular. Su uso depende de función renal, edad, riesgo hemorrágico e interacciones con glicoproteína P."
294,Medicamentos,¿puedo dar warfarina válvula mecánica en este paciente?,Con válvula mecánica no uses DOAC. Necesita AVK con INR objetivo según tipo y posición de válvula y factores de riesgo.,Los pacientes con válvula mecánica requieren anticoagulación con antagonistas de vitamina K. Los DOAC no están indicados en válvulas mecánicas.
295,Medicamentos,¿cuándo uso triple terapia?,"Triple terapia el menor tiempo posible y solo si el riesgo isquémico lo justifica. Después suele pasarse a anticoagulante más un antiagregante, individualizando.","En pacientes con FA y SCA/PCI, la combinación de anticoagulante y antiagregantes aumenta sangrado. Las guías recomiendan minimizar duración de triple terapia y adaptar a riesgo isquémico y hemorrágico."
296,Medicamentos,¿qué contraindicaciones tiene antihipertensivos inicio?,"Tras confirmar HTA, decide por nivel de presión y riesgo global. A menudo se inicia combinación de dos fármacos a dosis bajas, salvo fragilidad, bajo riesgo o situaciones especiales.","En hipertensión, las guías ESC favorecen tratamiento basado en riesgo cardiovascular, cifras confirmadas y daño de órgano. La combinación en un solo comprimido mejora adherencia cuando está indicada."
297,Medicamentos,"IECA embarazo, ¿qué vigilo?","No uses IECA/ARA-II/ARNI en embarazo. Si la paciente puede estar embarazada o planifica gestación, cambia a opciones seguras y coordina manejo.","IECA, ARA-II y ARNI están contraindicados en embarazo por riesgo fetal. En mujeres con posibilidad de embarazo se debe revisar anticoncepción y alternativas seguras."
298,Medicamentos,"mi paciente toma amlodipino edema, ¿qué problema puede dar?","Amlodipino puede dar edema de tobillos. Si molesta, ajusta dosis o combina/cambia fármaco; no asumas que todo edema es insuficiencia cardiaca.","Los calcioantagonistas dihidropiridínicos como amlodipino son eficaces en hipertensión y angina, pero pueden causar edema maleolar, rubor o cefalea. El edema no siempre responde a diuréticos."
299,Medicamentos,¿hidroclorotiazida clortalidona sirve en urgencias?,"Sirven para HTA, sobre todo en combinación. Controla sodio, potasio, función renal, uricemia y glucosa, especialmente en ancianos.","Los diuréticos tiazídicos o similares son fármacos de primera línea en hipertensión, con vigilancia de sodio, potasio, ácido úrico, glucosa y función renal."
300,Medicamentos,¿qué hago si necesita antiarrítmicos clase IC?,"No des flecainida si hay infarto previo, isquemia o FEVI reducida. Antes de usarla, confirma que no hay cardiopatía estructural relevante.","Flecainida y propafenona pueden usarse para control de ritmo en FA sin cardiopatía estructural significativa, pero se evitan en cardiopatía isquémica o disfunción ventricular."
301,Medicamentos,"adenosina TSV en cardiologia, para qué","Para TSV regular estable, tras maniobras vagales, adenosina puede ser útil. No la uses a ciegas en taquicardia irregular de QRS ancho; monitoriza siempre.","La adenosina se usa para terminar taquicardias supraventriculares regulares dependientes del nodo AV en pacientes estables, con monitorización y disponibilidad de reanimación. Puede causar rubor, disnea o sensación de pausa."
302,Medicamentos,¿cuánto doy de magnesio torsades?,"En torsades, da magnesio y corrige potasio, retira fármacos QT y trata bradicardia si existe. Si está inestable, desfibrilación/cardioversión según ritmo.","El sulfato de magnesio es tratamiento de elección en torsades de pointes, junto con corregir hipopotasemia, retirar fármacos que prolongan QT y tratar bradicardia desencadenante."
303,Medicamentos,dosis de atropina bradicardia,"Si bradicardia con hipotensión o bajo gasto, atropina es una opción inicial. Si no responde o hay bloqueo avanzado, prepara marcapasos transcutáneo y soporte.","La atropina puede usarse en bradicardia sintomática, pero puede ser insuficiente en bloqueo infranodal o bloqueo AV avanzado. Se debe preparar estimulación transcutánea o fármacos vasoactivos si no responde."
304,Medicamentos,¿puedo dar adrenalina RCP en este paciente?,"En RCP avanzada se usa adrenalina siguiendo el algoritmo, sin retrasar compresiones ni desfibrilación si corresponde. Lo esencial sigue siendo RCP de calidad y corregir causas reversibles.","En parada cardiaca, la adrenalina se usa durante RCP según algoritmos de soporte vital avanzado, junto con compresiones de calidad, desfibrilación si ritmo desfibrilable y tratamiento de causas reversibles."
305,Medicamentos,¿cuándo uso amiodarona FV TV?,"En FV/TV sin pulso que persiste tras descargas, amiodarona entra en el algoritmo. Pero lo que salva primero es desfibrilar pronto y hacer compresiones efectivas.","En fibrilación ventricular o taquicardia ventricular sin pulso refractaria a descargas, amiodarona se considera dentro del algoritmo de soporte vital avanzado. No reemplaza desfibrilación ni compresiones."
306,Medicamentos,¿qué contraindicaciones tiene antibióticos endocarditis?,No des antibiótico “a ciegas” si está estable antes de hemocultivos. Toma varios hemocultivos y ajusta tratamiento con infectología/cardiología según germen y válvula.,"La endocarditis infecciosa requiere hemocultivos y antibióticos dirigidos, idealmente tras obtener cultivos si el paciente está estable. La elección depende de válvula nativa/protésica, microorganismo y gravedad."
307,Medicamentos,"hierro IC, ¿qué vigilo?","Pide ferritina y saturación de transferrina en IC. Si hay déficit, el hierro intravenoso puede ayudar en pacientes seleccionados; el hierro oral suele ser menos eficaz en este contexto.",La deficiencia de hierro es frecuente en insuficiencia cardiaca y empeora síntomas. Las guías recomiendan buscarla y considerar hierro intravenoso en pacientes seleccionados para mejorar síntomas y reducir hospitalizaciones.
308,Medicamentos,"mi paciente toma colchicina pericarditis, ¿que problema puede dar?","Colchicina ayuda a reducir recaídas en pericarditis. Revisa función renal, peso, interacciones y efectos digestivos; no la uses si hay contraindicación clara.","La colchicina se usa en pericarditis aguda junto a antiinflamatorio cuando no está contraindicada, porque reduce recurrencias. La dosis depende de peso, tolerancia, función renal e interacciones."
309,Medicamentos,¿AINE pericarditis sirve en urgencias?,"Si es pericarditis típica y no hay contraindicación, AINE/aspirina más colchicina suele ser el esquema. Ajusta según riñón, sangrado, anticoagulación y causa.","En pericarditis aguda, AINE o aspirina son base del tratamiento si no hay contraindicaciones, asociados a protección gástrica cuando procede y colchicina. Deben evitarse si hay insuficiencia renal severa o alto riesgo hemorrágico."
310,Medicamentos,¿qué hago si necesita betabloqueante disección?,"En disección, primero baja frecuencia y dP/dt con betabloqueante si puede. No des vasodilatador solo sin controlar la frecuencia porque puede aumentar el estrés aórtico.","En disección aórtica aguda, el control rápido de frecuencia y presión reduce estrés parietal. Los betabloqueantes intravenosos son base si no hay contraindicación, antes de vasodilatadores puros."
311,Medicamentos,"anticoagulante y caidas en cardiologia, ¿para qué?","No suspendas anticoagulación solo por “se cae”. Valora riesgo embólico y hemorrágico, corrige factores modificables y decide individualmente.","El riesgo de caídas no contraindica automáticamente anticoagulación en FA. La decisión debe equilibrar riesgo embólico, sangrado modificable, fragilidad y preferencias, corrigiendo factores de riesgo hemorrágico."
312,Medicamentos,¿cuánto doy de antiagregacion primaria?,No des aspirina primaria “por si acaso” a todos. En prevención primaria se individualiza mucho por riesgo cardiovascular y hemorrágico.,La aspirina no se usa de forma rutinaria en prevención primaria por balance desfavorable de sangrado frente a beneficio en muchos pacientes. Se reserva para situaciones seleccionadas de alto riesgo y bajo sangrado.
313,Medicamentos,¿puedo dar aspirina IAM en este paciente?,"En IAM se da aspirina 150-300 mg como carga oral, preferiblemente masticada si procede, y luego 75-100 mg/día de mantenimiento. Evítala si hay alergia verdadera o sangrado activo relevante.","En el síndrome coronario agudo, la aspirina se administra precozmente si no hay contraindicación. La guía ESC indica dosis de carga oral de 150-300 mg y mantenimiento de 75-100 mg al día."
314,Medicamentos,cuándo uso ticagrelor SCA,"Ticagrelor se carga con 180 mg y luego 90 mg cada 12 h junto a aspirina, salvo contraindicaciones. Vigila sangrado, disnea y bradicardia; ajusta estrategia si necesita anticoagulación.","En SCA, ticagrelor es un inhibidor P2Y12 usado con aspirina en doble antiagregación cuando no está contraindicado. La dosis habitual de carga es 180 mg, seguida de 90 mg cada 12 horas."
315,Medicamentos,¿qué contraindicaciones tiene prasugrel PCI?,Prasugrel suele ser 60 mg de carga y 10 mg/día si procede PCI. No se usa si hubo ictus/AIT; en ancianos o bajo peso el riesgo hemorrágico cambia la decisión.,"Prasugrel se usa en SCA tratado con intervencionismo cuando es adecuado. La dosis de carga habitual es 60 mg y mantenimiento 10 mg/día, con precauciones por edad, bajo peso y antecedente de ictus/AIT."
316,Medicamentos,"clopidogrel SCA, ¿qué vigilo?","Clopidogrel se usa como alternativa: carga 300-600 mg y luego 75 mg/día. Es útil si alto riesgo hemorrágico, necesidad de anticoagulación o contraindicación a otros P2Y12.",Clopidogrel es alternativa cuando ticagrelor o prasugrel no son adecuados o cuando la estrategia anticoagulante lo favorece. Se utilizan dosis de carga de 300-600 mg y mantenimiento de 75 mg/día según contexto.
317,Medicamentos,"mi paciente toma heparina en SCA, ¿qué problema puede dar?","Sí, en SCA suele indicarse anticoagulación aguda, especialmente si va a cateterismo. La dosis y el tipo dependen de función renal, estrategia invasiva y riesgo de sangrado.","La anticoagulación parenteral forma parte del manejo del SCA durante la fase aguda y el intervencionismo. La elección entre heparina no fraccionada, enoxaparina o bivalirudina depende de estrategia, función renal y riesgo hemorrágico."
318,Medicamentos,¿nitroglicerina dolor sirve en urgencias?,"Puedes dar nitroglicerina si hay dolor isquémico y presión adecuada. Evítala si está hipotenso, sospecha VD, estenosis aórtica crítica o tomó sildenafil/tadalafil recientemente.","Los nitratos alivian angina y congestión si la presión lo permite, pero están contraindicados con hipotensión, infarto de ventrículo derecho significativo o uso reciente de inhibidores de fosfodiesterasa-5."
319,Medicamentos,¿qué hago si necesita morfina IAM?,"No es de rutina para todo dolor. Úsala si dolor intenso persistente pese a nitratos y manejo inicial, vigilando presión, respiración y náuseas.","La morfina puede considerarse para dolor intenso en SCA que no cede, pero se usa con cautela por hipotensión, depresión respiratoria y posible interacción con absorción de antiagregantes orales."
320,Medicamentos,"atorvastatina alta intensidad en cardiologia, ¿para qué?","Después de un SCA se indica estatina de alta intensidad, por ejemplo atorvastatina 40-80 mg o rosuvastatina 20-40 mg si tolera. Luego se ajusta a objetivo LDL.","Tras SCA, la terapia hipolipemiante de alta intensidad se inicia precozmente salvo contraindicación. Se busca reducción intensiva de LDL y escalada con ezetimiba o iPCSK9 si no se alcanzan objetivos."
321,Medicamentos,¿cuánto doy de ezetimiba?,Añade ezetimiba 10 mg/día si con estatina máxima tolerada no llega a objetivo LDL o no tolera intensificar estatina. Es frecuente tras SCA o en muy alto riesgo.,"Ezetimiba se añade cuando con estatina máxima tolerada no se alcanza el objetivo de LDL, especialmente en prevención secundaria o muy alto riesgo. Tiene bajo riesgo de interacciones y se usa a 10 mg/día."
322,Medicamentos,dosis de iPCSK9,"Se plantean si sigue con LDL alto pese a estatina potente más ezetimiba, especialmente en prevención secundaria. No sustituyen el control global de riesgo.",Los inhibidores PCSK9 se consideran en pacientes de muy alto riesgo con LDL por encima de objetivo pese a estatina máxima tolerada y ezetimiba. Reducen LDL de forma marcada y se administran por vía subcutánea.
323,Medicamentos,¿puedo dar betabloqueante post IAM en este paciente?,"Puedes iniciar betabloqueante si está estable, sin shock, sin bradicardia importante ni bloqueo avanzado. Es especialmente importante si hay FEVI reducida, angina o arritmias.","Los betabloqueantes reducen frecuencia y demanda miocárdica; son útiles tras IAM, especialmente con disfunción ventricular, arritmias o angina, si no hay shock, bradicardia marcada o bloqueo avanzado."
324,Medicamentos,¿cuándo uso bisoprolol IC?,"Empieza bajo y sube progresivo si no está congestionado ni hipotenso. Vigila frecuencia, presión, síntomas y descompensación; no se titula agresivamente en fase inestable.","En insuficiencia cardiaca con FEVI reducida, betabloqueantes con evidencia como bisoprolol, carvedilol, metoprolol succinato o nebivolol se titulan lentamente hasta dosis objetivo o máxima tolerada."
325,Medicamentos,¿que contraindicaciones tiene ieca ic?,Úsalo si FEVI reducida o post-IAM con indicación y no hay contraindicación. Controla función renal y potasio al inicio y tras ajustes.,"Los IECA reducen morbimortalidad en insuficiencia cardiaca con FEVI reducida y tras IAM con disfunción ventricular. Deben vigilarse presión arterial, creatinina y potasio."
326,Medicamentos,"ARAII alternativa, ¿qué vigilo?","Si el IECA da tos intolerable, puedes cambiar a ARA-II. Ojo con hiperpotasemia, insuficiencia renal e hipotensión igual que con IECA.","Los ARA-II son alternativa en pacientes intolerantes a IECA, por ejemplo por tos. En insuficiencia cardiaca y prevención vascular se monitorizan igual que IECA: presión, creatinina y potasio."
327,Medicamentos,"mi paciente toma ARNI sacubitril valsartan, qué problema puede dar","ARNI se usa en IC con FEVI reducida si la presión lo permite. Si venía con IECA, deja 36 h de lavado antes de iniciar sacubitril/valsartán.","Sacubitril/valsartán está indicado en insuficiencia cardiaca con FEVI reducida para reducir eventos, sustituyendo a IECA/ARA-II cuando procede. Requiere lavado tras IECA para evitar angioedema."
328,Medicamentos,¿espironolactona IC sirve en urgencias?,Espironolactona o eplerenona se añaden en FEVI reducida si función renal y potasio lo permiten. Hay que controlar potasio y creatinina después de iniciar y al titular.,"Los antagonistas del receptor mineralocorticoide reducen eventos en HFrEF, pero aumentan riesgo de hiperpotasemia y deterioro renal. Se indican con control estrecho de creatinina y potasio."
329,Medicamentos,¿qué hago si necesita dapagliflozina IC?,"Sí, en insuficiencia cardiaca pueden usarse aunque no sea diabético, si no hay contraindicación. Vigila función renal, volemia e infecciones genitourinarias.",Los inhibidores SGLT2 como dapagliflozina y empagliflozina reducen hospitalización por insuficiencia cardiaca y eventos en varios fenotipos de IC. Se usan incluso sin diabetes cuando hay indicación.
330,Medicamentos,"furosemida congestión en cardiologia, ¿para qué?","Si está congestionado, usa diurético de asa y ajusta según diuresis, peso, síntomas, creatinina y potasio. El objetivo es euvolemia, no deshidratarlo.","Los diuréticos de asa alivian congestión en insuficiencia cardiaca, reducen disnea y edemas, pero no sustituyen fármacos modificadores de pronóstico. La dosis se ajusta a respuesta, función renal y electrolitos."
331,Medicamentos,¿cuánto doy de ivabradina?,"Solo funciona en ritmo sinusal. Si FEVI reducida, síntomas y FC alta pese a betabloqueante tolerado, puede ayudar; en FA no tiene sentido para control de frecuencia.",Ivabradina puede considerarse en HFrEF sintomática en ritmo sinusal con frecuencia elevada pese a betabloqueante máximo tolerado. No sirve en fibrilación auricular.
332,Medicamentos,dosis de digoxina FA,"Puede usarse para controlar frecuencia, especialmente si hay IC o presión baja, pero cuidado con función renal, niveles, edad e interacciones. No es ideal para control durante esfuerzo.","Digoxina puede ayudar al control de frecuencia en FA, sobre todo en pacientes sedentarios o con insuficiencia cardiaca, pero tiene margen terapéutico estrecho y depende de función renal e interacciones."
333,Medicamentos,¿puedo dar amiodarona FA en este paciente?,"Amiodarona es eficaz, pero no inocua. Úsala si el beneficio supera riesgos y controla TSH, transaminasas, toxicidad pulmonar, QT e interacciones anticoagulantes.","Amiodarona puede utilizarse para control de ritmo en FA, especialmente si hay insuficiencia cardiaca o cardiopatía estructural, pero requiere vigilancia de tiroides, hígado, pulmón, ojos y QT."
334,Medicamentos,¿cuándo uso verapamilo diltiazem?,"Si FEVI reducida, evita verapamilo/diltiazem. En FA estable sin disfunción sistólica pueden servir para frecuencia, vigilando presión y bradicardia.","Verapamilo y diltiazem pueden controlar frecuencia en FA sin FEVI reducida, pero se evitan en insuficiencia cardiaca con FEVI reducida por efecto inotrópico negativo."
335,Medicamentos,¿qué contraindicaciones tiene anticoagulación FA DOAC?,"En FA, si el riesgo embólico lo indica, se prefiere DOAC. No uses DOAC en válvula mecánica ni estenosis mitral moderada-severa; ahí corresponde AVK.","En fibrilación auricular, las guías ESC 2024 recomiendan anticoagulación oral en pacientes con riesgo tromboembólico elevado y prefieren DOAC frente a antagonistas de vitamina K salvo válvula mecánica o estenosis mitral moderada-severa."
336,Medicamentos,"apixaban dosis, ¿qué vigilo?","No lo dosifiques “de memoria” sin datos. En FA suele ser 5 mg cada 12 h, con reducción a 2,5 mg cada 12 h si cumple criterios específicos de edad, peso y creatinina.","Apixabán es un anticoagulante directo usado en FA no valvular y tromboembolismo. La dosis depende de indicación, edad, peso, creatinina e interacciones; debe verificarse con ficha técnica y función renal."
337,Medicamentos,"mi paciente toma rivaroxaban dosis, ¿qué problema puede dar?",En FA suele ser 20 mg una vez al día con comida si función renal adecuada; se reduce con insuficiencia renal según ficha técnica. Revisa filtrado e interacciones.,"Rivaroxabán es un DOAC usado en FA y tromboembolismo. En FA la dosis se ajusta por función renal y debe tomarse según indicación, habitualmente con comida para la dosis de 20 mg."
